COUNTRY,INDICATOR,LABOUR ASPECT,NATIONALITY,UNIT,GENDER,FREQUENCY,DATA SOURCES,DATA STATUS,TIME_PERIOD,OBS_VALUE,OBS_COMMENTS,DATA CONFIDENTIALITY
Saudi Arabia,Employed,Accommodation and food service activities,Citzens,Number (#),Total,Annual,,,2017,40925,,
Saudi Arabia,Employed,Accommodation and food service activities,Citzens,Number (#),Total,Annual,,,2018,148225,,
Saudi Arabia,Employed,Financial and insurance activities,Citzens,Number (#),Total,Annual,,,2011,78628,,
Saudi Arabia,Employed,Financial and insurance activities,Citzens,Number (#),Total,Annual,,,2012,86653,,
Saudi Arabia,Employed,Financial and insurance activities,Citzens,Number (#),Total,Annual,,,2013,85029,,
Saudi Arabia,Employed,Financial and insurance activities,Citzens,Number (#),Total,Annual,,,2014,106348,,
Saudi Arabia,Employed,Financial and insurance activities,Citzens,Number (#),Total,Annual,,,2015,94984,,
Saudi Arabia,Employed,Financial and insurance activities,Citzens,Number (#),Total,Annual,,,2016,88764,,
Saudi Arabia,Employed,Financial and insurance activities,Citzens,Number (#),Total,Annual,,,2017,122369,,
Saudi Arabia,Employed,Financial and insurance activities,Citzens,Number (#),Total,Annual,,,2018,96736,,
Saudi Arabia,Employed,Real estate activities,Citzens,Number (#),Total,Annual,,,2011,141398,,
Saudi Arabia,Employed,Real estate activities,Citzens,Number (#),Total,Annual,,,2012,149980,,
Saudi Arabia,Employed,Real estate activities,Citzens,Number (#),Total,Annual,,,2013,63139,,
Saudi Arabia,Employed,Real estate activities,Citzens,Number (#),Total,Annual,,,2014,66377,,
Saudi Arabia,Employed,Real estate activities,Citzens,Number (#),Total,Annual,,,2015,68221,,
Saudi Arabia,Employed,Real estate activities,Citzens,Number (#),Total,Annual,,,2016,69103,,
Saudi Arabia,Employed,Real estate activities,Citzens,Number (#),Total,Annual,,,2017,41990,,
Saudi Arabia,Employed,Real estate activities,Citzens,Number (#),Total,Annual,,,2018,29208,,
Saudi Arabia,Employed,"""Professional, Scientific and technical activities""",Citzens,Number (#),Total,Annual,,,2013,24278,,
Saudi Arabia,Employed,"""Professional, Scientific and technical activities""",Citzens,Number (#),Total,Annual,,,2014,36311,,
Saudi Arabia,Employed,"""Professional, Scientific and technical activities""",Citzens,Number (#),Total,Annual,,,2015,49146,,
Saudi Arabia,Employed,"""Professional, Scientific and technical activities""",Citzens,Number (#),Total,Annual,,,2016,38851,,
Saudi Arabia,Employed,"""Professional, Scientific and technical activities""",Citzens,Number (#),Total,Annual,,,2017,52724,,
Saudi Arabia,Employed,"""Professional, Scientific and technical activities""",Citzens,Number (#),Total,Annual,,,2018,89203,,
Saudi Arabia,Employed,Administrative and support service activities,Citzens,Number (#),Total,Annual,,,2013,85406,,
Saudi Arabia,Employed,Administrative and support service activities,Citzens,Number (#),Total,Annual,,,2014,76076,,
Saudi Arabia,Employed,Administrative and support service activities,Citzens,Number (#),Total,Annual,,,2015,116527,,
Saudi Arabia,Employed,Administrative and support service activities,Citzens,Number (#),Total,Annual,,,2016,107062,,
Saudi Arabia,Employed,Administrative and support service activities,Citzens,Number (#),Total,Annual,,,2017,138677,,
Saudi Arabia,Employed,Administrative and support service activities,Citzens,Number (#),Total,Annual,,,2018,210136,,
Saudi Arabia,Employed,"""Public administration and defense, """,Citzens,Number (#),Total,Annual,,,2011,1553605,,
Saudi Arabia,Employed,"""Public administration and defense, """,Citzens,Number (#),Total,Annual,,,2012,1621593,,
Saudi Arabia,Employed,"""Public administration and defense, """,Citzens,Number (#),Total,Annual,,,2013,1779211,,
Saudi Arabia,Employed,"""Public administration and defense, """,Citzens,Number (#),Total,Annual,,,2014,1764129,,
Saudi Arabia,Employed,"""Public administration and defense, """,Citzens,Number (#),Total,Annual,,,2015,1765115,,
Saudi Arabia,Employed,"""Public administration and defense, """,Citzens,Number (#),Total,Annual,,,2016,1818057,,
Saudi Arabia,Employed,"""Public administration and defense, """,Citzens,Number (#),Total,Annual,,,2017,1798333,,
Saudi Arabia,Employed,"""Public administration and defense, """,Citzens,Number (#),Total,Annual,,,2018,1833385,,
Saudi Arabia,Employed,Education,Citzens,Number (#),Total,Annual,,,2011,1008652,,
Saudi Arabia,Employed,Education,Citzens,Number (#),Total,Annual,,,2012,1036651,,
Saudi Arabia,Employed,Education,Citzens,Number (#),Total,Annual,,,2013,1125246,,
Saudi Arabia,Employed,Education,Citzens,Number (#),Total,Annual,,,2014,1164102,,
Saudi Arabia,Employed,Education,Citzens,Number (#),Total,Annual,,,2015,1223649,,
Saudi Arabia,Employed,Education,Citzens,Number (#),Total,Annual,,,2016,1179860,,
Saudi Arabia,Employed,Education,Citzens,Number (#),Total,Annual,,,2017,1204472,,
Saudi Arabia,Employed,Education,Citzens,Number (#),Total,Annual,,,2018,1245815,,
Saudi Arabia,Employed,Health,Citzens,Number (#),Total,Annual,,,2011,240979,,
Saudi Arabia,Employed,Health,Citzens,Number (#),Total,Annual,,,2012,274661,,
Saudi Arabia,Employed,Health,Citzens,Number (#),Total,Annual,,,2013,292139,,
Saudi Arabia,Employed,Health,Citzens,Number (#),Total,Annual,,,2014,342000,,
Saudi Arabia,Employed,Health,Citzens,Number (#),Total,Annual,,,2015,352420,,
Saudi Arabia,Employed,Health,Citzens,Number (#),Total,Annual,,,2016,346215,,
Saudi Arabia,Employed,Health,Citzens,Number (#),Total,Annual,,,2017,385756,,
Saudi Arabia,Employed,Health,Citzens,Number (#),Total,Annual,,,2018,416915,,
Saudi Arabia,Employed,"""Arts, entertainment and recreation""",Citzens,Number (#),Total,Annual,,,2011,55746,,
Saudi Arabia,Employed,"""Arts, entertainment and recreation""",Citzens,Number (#),Total,Annual,,,2012,59677,,
Saudi Arabia,Employed,"""Arts, entertainment and recreation""",Citzens,Number (#),Total,Annual,,,2013,4130,,
Saudi Arabia,Employed,"""Arts, entertainment and recreation""",Citzens,Number (#),Total,Annual,,,2014,8818,,
Saudi Arabia,Employed,"""Arts, entertainment and recreation""",Citzens,Number (#),Total,Annual,,,2015,4714,,
Saudi Arabia,Employed,"""Arts, entertainment and recreation""",Citzens,Number (#),Total,Annual,,,2016,4717,,
Saudi Arabia,Employed,"""Arts, entertainment and recreation""",Citzens,Number (#),Total,Annual,,,2017,8733,,
Saudi Arabia,Employed,"""Arts, entertainment and recreation""",Citzens,Number (#),Total,Annual,,,2018,8848,,
Saudi Arabia,Employed,Other service activities,Citzens,Number (#),Total,Annual,,,2013,44872,,
Saudi Arabia,Employed,Other service activities,Citzens,Number (#),Total,Annual,,,2014,51018,,
Saudi Arabia,Employed,Other service activities,Citzens,Number (#),Total,Annual,,,2015,53318,,
Saudi Arabia,Employed,Other service activities,Citzens,Number (#),Total,Annual,,,2016,57473,,
Saudi Arabia,Employed,Other service activities,Citzens,Number (#),Total,Annual,,,2017,61388,,
Saudi Arabia,Employed,Other service activities,Citzens,Number (#),Total,Annual,,,2018,57935,,
Saudi Arabia,Employed,Activities of households as employers,Citzens,Number (#),Total,Annual,,,2011,1274,,
Saudi Arabia,Employed,Activities of households as employers,Citzens,Number (#),Total,Annual,,,2012,699,,
Saudi Arabia,Employed,Activities of households as employers,Citzens,Number (#),Total,Annual,,,2013,2901,,
Saudi Arabia,Employed,Activities of households as employers,Citzens,Number (#),Total,Annual,,,2014,7331,,
Saudi Arabia,Employed,Activities of households as employers,Citzens,Number (#),Total,Annual,,,2015,6599,,
Saudi Arabia,Employed,Activities of households as employers,Citzens,Number (#),Total,Annual,,,2016,4414,,
Saudi Arabia,Employed,Activities of households as employers,Citzens,Number (#),Total,Annual,,,2017,1678,,
Saudi Arabia,Employed,Activities of households as employers,Citzens,Number (#),Total,Annual,,,2018,1702,,
Saudi Arabia,Employed,Extraterritorial organizations and bodies,Citzens,Number (#),Total,Annual,,,2011,1540,,
Saudi Arabia,Employed,Extraterritorial organizations and bodies,Citzens,Number (#),Total,Annual,,,2012,1347,,
Saudi Arabia,Employed,Extraterritorial organizations and bodies,Citzens,Number (#),Total,Annual,,,2013,2840,,
Saudi Arabia,Employed,Extraterritorial organizations and bodies,Citzens,Number (#),Total,Annual,,,2014,3724,,
Saudi Arabia,Employed,Extraterritorial organizations and bodies,Citzens,Number (#),Total,Annual,,,2015,1982,,
Saudi Arabia,Employed,Extraterritorial organizations and bodies,Citzens,Number (#),Total,Annual,,,2016,1725,,
Saudi Arabia,Employed,Extraterritorial organizations and bodies,Citzens,Number (#),Total,Annual,,,2017,2947,,
Saudi Arabia,Employed,Extraterritorial organizations and bodies,Citzens,Number (#),Total,Annual,,,2018,1797,,
Saudi Arabia,Employed,All Economic Activities,Non Citzens,Number (#),Total,Annual,,,2011,5792463,,
Saudi Arabia,Employed,All Economic Activities,Non Citzens,Number (#),Total,Annual,,,2012,5992953,,
Saudi Arabia,Employed,All Economic Activities,Non Citzens,Number (#),Total,Annual,,,2015,6508551,,
Saudi Arabia,Employed,All Economic Activities,Non Citzens,Number (#),Total,Annual,,,2016,7355120,,
Saudi Arabia,Employed,All Economic Activities,Non Citzens,Number (#),Total,Annual,,,2017,7683891,,
Saudi Arabia,Employed,All Economic Activities,Non Citzens,Number (#),Total,Annual,,,2018,7960716,,
Saudi Arabia,Employed,"""Agriculture, forestry and fishing""",Non Citzens,Number (#),Total,Annual,,,2011,268156,,
Saudi Arabia,Employed,"""Agriculture, forestry and fishing""",Non Citzens,Number (#),Total,Annual,,,2012,317627,,
Saudi Arabia,Employed,"""Agriculture, forestry and fishing""",Non Citzens,Number (#),Total,Annual,,,2015,459056,,
Saudi Arabia,Employed,"""Agriculture, forestry and fishing""",Non Citzens,Number (#),Total,Annual,,,2016,305824,,
Saudi Arabia,Employed,"""Agriculture, forestry and fishing""",Non Citzens,Number (#),Total,Annual,,,2017,317453,,
Saudi Arabia,Employed,"""Agriculture, forestry and fishing""",Non Citzens,Number (#),Total,Annual,,,2018,252699,,
Saudi Arabia,Employed,Mining and quarrying,Non Citzens,Number (#),Total,Annual,,,2011,37747,,
Saudi Arabia,Employed,Mining and quarrying,Non Citzens,Number (#),Total,Annual,,,2012,17262,,
Saudi Arabia,Employed,Mining and quarrying,Non Citzens,Number (#),Total,Annual,,,2015,40467,,
Saudi Arabia,Employed,Mining and quarrying,Non Citzens,Number (#),Total,Annual,,,2016,36341,,
Saudi Arabia,Employed,Mining and quarrying,Non Citzens,Number (#),Total,Annual,,,2017,36218,,
Saudi Arabia,Employed,Mining and quarrying,Non Citzens,Number (#),Total,Annual,,,2018,26479,,
Saudi Arabia,Employed,Manufacturing,Non Citzens,Number (#),Total,Annual,,,2011,579008,,
Saudi Arabia,Employed,Manufacturing,Non Citzens,Number (#),Total,Annual,,,2012,614715,,
Saudi Arabia,Employed,Manufacturing,Non Citzens,Number (#),Total,Annual,,,2015,757808,,
Saudi Arabia,Employed,Manufacturing,Non Citzens,Number (#),Total,Annual,,,2016,869623,,
Saudi Arabia,Employed,Manufacturing,Non Citzens,Number (#),Total,Annual,,,2017,845295,,
Saudi Arabia,Employed,Manufacturing,Non Citzens,Number (#),Total,Annual,,,2018,914469,,
Saudi Arabia,Employed,"""Electricity, gas, Water supply; sewerage""",Non Citzens,Number (#),Total,Annual,,,2011,44802,,
Saudi Arabia,Employed,"""Electricity, gas, Water supply; sewerage""",Non Citzens,Number (#),Total,Annual,,,2012,41323,,
Saudi Arabia,Employed,"""Electricity, gas, Water supply; sewerage""",Non Citzens,Number (#),Total,Annual,,,2015,65580,,
Saudi Arabia,Employed,"""Electricity, gas, Water supply; sewerage""",Non Citzens,Number (#),Total,Annual,,,2016,50531,,
Saudi Arabia,Employed,"""Electricity, gas, Water supply; sewerage""",Non Citzens,Number (#),Total,Annual,,,2017,77430,,
Saudi Arabia,Employed,"""Electricity, gas, Water supply; sewerage""",Non Citzens,Number (#),Total,Annual,,,2018,82148,,
Saudi Arabia,Employed,Construction,Non Citzens,Number (#),Total,Annual,,,2011,1186830,,
Saudi Arabia,Employed,Construction,Non Citzens,Number (#),Total,Annual,,,2012,1562641,,
Saudi Arabia,Employed,Construction,Non Citzens,Number (#),Total,Annual,,,2015,1230727,,
Saudi Arabia,Employed,Construction,Non Citzens,Number (#),Total,Annual,,,2016,1882586,,
Saudi Arabia,Employed,Construction,Non Citzens,Number (#),Total,Annual,,,2017,1746493,,
Saudi Arabia,Employed,Construction,Non Citzens,Number (#),Total,Annual,,,2018,1738125,,
Saudi Arabia,Employed,"""Wholesale and retail trade,""",Non Citzens,Number (#),Total,Annual,,,2011,1500746,,
Saudi Arabia,Employed,"""Wholesale and retail trade,""",Non Citzens,Number (#),Total,Annual,,,2012,260588,,
Saudi Arabia,Employed,"""Wholesale and retail trade,""",Non Citzens,Number (#),Total,Annual,,,2015,1357520,,
Saudi Arabia,Employed,"""Wholesale and retail trade,""",Non Citzens,Number (#),Total,Annual,,,2016,1513669,,
Saudi Arabia,Employed,"""Wholesale and retail trade,""",Non Citzens,Number (#),Total,Annual,,,2017,1471576,,
Saudi Arabia,Employed,"""Wholesale and retail trade,""",Non Citzens,Number (#),Total,Annual,,,2018,1598127,,
Saudi Arabia,Employed,"""Transportation and storage, Information and communication""",Non Citzens,Number (#),Total,Annual,,,2011,247873,,
Saudi Arabia,Employed,"""Transportation and storage, Information and communication""",Non Citzens,Number (#),Total,Annual,,,2012,1355589,,
Saudi Arabia,Employed,"""Transportation and storage, Information and communication""",Non Citzens,Number (#),Total,Annual,,,2015,278423,,
Saudi Arabia,Employed,"""Transportation and storage, Information and communication""",Non Citzens,Number (#),Total,Annual,,,2016,358688,,
Saudi Arabia,Employed,"""Transportation and storage, Information and communication""",Non Citzens,Number (#),Total,Annual,,,2017,309154,,
Saudi Arabia,Employed,"""Transportation and storage, Information and communication""",Non Citzens,Number (#),Total,Annual,,,2018,362515,,
Saudi Arabia,Employed,Accommodation and food service activities,Non Citzens,Number (#),Total,Annual,,,2011,269416,,
Saudi Arabia,Employed,Accommodation and food service activities,Non Citzens,Number (#),Total,Annual,,,2012,208613,,
Saudi Arabia,Employed,Accommodation and food service activities,Non Citzens,Number (#),Total,Annual,,,2015,302788,,
Saudi Arabia,Employed,Accommodation and food service activities,Non Citzens,Number (#),Total,Annual,,,2016,347393,,
Saudi Arabia,Employed,Accommodation and food service activities,Non Citzens,Number (#),Total,Annual,,,2017,355191,,
Saudi Arabia,Employed,Accommodation and food service activities,Non Citzens,Number (#),Total,Annual,,,2018,442636,,
Saudi Arabia,Employed,Financial and insurance activities,Non Citzens,Number (#),Total,Annual,,,2011,21223,,
Saudi Arabia,Employed,Financial and insurance activities,Non Citzens,Number (#),Total,Annual,,,2012,23660,,
Saudi Arabia,Employed,Financial and insurance activities,Non Citzens,Number (#),Total,Annual,,,2015,42254,,
Saudi Arabia,Employed,Financial and insurance activities,Non Citzens,Number (#),Total,Annual,,,2016,54510,,
Saudi Arabia,Employed,Financial and insurance activities,Non Citzens,Number (#),Total,Annual,,,2017,44978,,
Saudi Arabia,Employed,Financial and insurance activities,Non Citzens,Number (#),Total,Annual,,,2018,45142,,
Saudi Arabia,Employed,Real estate activities,Non Citzens,Number (#),Total,Annual,,,2011,191392,,
Saudi Arabia,Employed,Real estate activities,Non Citzens,Number (#),Total,Annual,,,2012,197241,,
Saudi Arabia,Employed,Real estate activities,Non Citzens,Number (#),Total,Annual,,,2015,41980,,
Saudi Arabia,Employed,Real estate activities,Non Citzens,Number (#),Total,Annual,,,2016,38548,,
Saudi Arabia,Employed,Real estate activities,Non Citzens,Number (#),Total,Annual,,,2017,40541,,
Saudi Arabia,Employed,Real estate activities,Non Citzens,Number (#),Total,Annual,,,2018,29319,,
Saudi Arabia,Employed,"""Professional, Scientific and technical activities""",Non Citzens,Number (#),Total,Annual,,,2015,126188,,
Saudi Arabia,Employed,"""Professional, Scientific and technical activities""",Non Citzens,Number (#),Total,Annual,,,2016,160263,,
Saudi Arabia,Employed,"""Professional, Scientific and technical activities""",Non Citzens,Number (#),Total,Annual,,,2017,184726,,
Saudi Arabia,Employed,"""Professional, Scientific and technical activities""",Non Citzens,Number (#),Total,Annual,,,2018,135748,,
Saudi Arabia,Employed,Administrative and support service activities,Non Citzens,Number (#),Total,Annual,,,2015,136658,,
Saudi Arabia,Employed,Administrative and support service activities,Non Citzens,Number (#),Total,Annual,,,2016,218136,,
Saudi Arabia,Employed,Administrative and support service activities,Non Citzens,Number (#),Total,Annual,,,2017,257067,,
Saudi Arabia,Employed,Administrative and support service activities,Non Citzens,Number (#),Total,Annual,,,2018,243656,,
Saudi Arabia,Employed,"""Public administration and defense, """,Non Citzens,Number (#),Total,Annual,,,2011,41661,,
Saudi Arabia,Employed,"""Public administration and defense, """,Non Citzens,Number (#),Total,Annual,,,2012,32385,,
Saudi Arabia,Employed,"""Public administration and defense, """,Non Citzens,Number (#),Total,Annual,,,2015,25718,,
Saudi Arabia,Employed,"""Public administration and defense, """,Non Citzens,Number (#),Total,Annual,,,2016,55732,,
Saudi Arabia,Employed,"""Public administration and defense, """,Non Citzens,Number (#),Total,Annual,,,2017,41628,,
Saudi Arabia,Employed,"""Public administration and defense, """,Non Citzens,Number (#),Total,Annual,,,2018,24959,,
Saudi Arabia,Employed,Education,Non Citzens,Number (#),Total,Annual,,,2011,149824,,
Saudi Arabia,Employed,Education,Non Citzens,Number (#),Total,Annual,,,2012,97232,,
Saudi Arabia,Employed,Education,Non Citzens,Number (#),Total,Annual,,,2015,165611,,
Saudi Arabia,Employed,Education,Non Citzens,Number (#),Total,Annual,,,2016,92388,,
Saudi Arabia,Employed,Education,Non Citzens,Number (#),Total,Annual,,,2017,130012,,
Saudi Arabia,Employed,Education,Non Citzens,Number (#),Total,Annual,,,2018,212205,,
Saudi Arabia,Employed,Health,Non Citzens,Number (#),Total,Annual,,,2011,188094,,
Saudi Arabia,Employed,Health,Non Citzens,Number (#),Total,Annual,,,2012,209660,,
Saudi Arabia,Employed,Health,Non Citzens,Number (#),Total,Annual,,,2015,201589,,
Saudi Arabia,Employed,Health,Non Citzens,Number (#),Total,Annual,,,2016,206588,,
Saudi Arabia,Employed,Health,Non Citzens,Number (#),Total,Annual,,,2017,262171,,
Saudi Arabia,Employed,Health,Non Citzens,Number (#),Total,Annual,,,2018,311090,,
Saudi Arabia,Employed,"""Arts, entertainment and recreation""",Non Citzens,Number (#),Total,Annual,,,2011,118605,,
Saudi Arabia,Employed,"""Arts, entertainment and recreation""",Non Citzens,Number (#),Total,Annual,,,2012,134861,,
Saudi Arabia,Employed,"""Arts, entertainment and recreation""",Non Citzens,Number (#),Total,Annual,,,2015,11604,,
Saudi Arabia,Employed,"""Arts, entertainment and recreation""",Non Citzens,Number (#),Total,Annual,,,2016,21820,,
Saudi Arabia,Employed,"""Arts, entertainment and recreation""",Non Citzens,Number (#),Total,Annual,,,2017,9003,,
Saudi Arabia,Employed,"""Arts, entertainment and recreation""",Non Citzens,Number (#),Total,Annual,,,2018,7012,,
Saudi Arabia,Employed,Other service activities,Non Citzens,Number (#),Total,Annual,,,2015,177125,,
Saudi Arabia,Employed,Other service activities,Non Citzens,Number (#),Total,Annual,,,2016,165627,,
Saudi Arabia,Employed,Other service activities,Non Citzens,Number (#),Total,Annual,,,2017,268831,,
Saudi Arabia,Employed,Other service activities,Non Citzens,Number (#),Total,Annual,,,2018,164512,,
Saudi Arabia,Employed,Activities of households as employers,Non Citzens,Number (#),Total,Annual,,,2011,937869,,
Saudi Arabia,Employed,Activities of households as employers,Non Citzens,Number (#),Total,Annual,,,2012,914791,,
Saudi Arabia,Employed,Activities of households as employers,Non Citzens,Number (#),Total,Annual,,,2015,1076334,,
Saudi Arabia,Employed,Activities of households as employers,Non Citzens,Number (#),Total,Annual,,,2016,969859,,
Saudi Arabia,Employed,Activities of households as employers,Non Citzens,Number (#),Total,Annual,,,2017,1272753,,
Saudi Arabia,Employed,Activities of households as employers,Non Citzens,Number (#),Total,Annual,,,2018,1359731,,
Saudi Arabia,Employed,Extraterritorial organizations and bodies,Non Citzens,Number (#),Total,Annual,,,2011,9217,,
Saudi Arabia,Employed,Extraterritorial organizations and bodies,Non Citzens,Number (#),Total,Annual,,,2012,4765,,
Saudi Arabia,Employed,Extraterritorial organizations and bodies,Non Citzens,Number (#),Total,Annual,,,2015,11121,,
Saudi Arabia,Employed,Extraterritorial organizations and bodies,Non Citzens,Number (#),Total,Annual,,,2016,6994,,
Saudi Arabia,Employed,Extraterritorial organizations and bodies,Non Citzens,Number (#),Total,Annual,,,2017,13371,,
Saudi Arabia,Employed,Extraterritorial organizations and bodies,Non Citzens,Number (#),Total,Annual,,,2018,10144,,
Saudi Arabia,Employed,All Economic Activities,Total,Number (#),Total,Annual,,,2011,9935534,,
Saudi Arabia,Employed,All Economic Activities,Total,Number (#),Total,Annual,,,2012,10390324,,
Saudi Arabia,Employed,All Economic Activities,Total,Number (#),Total,Annual,,,2013,10729123,,
Saudi Arabia,Employed,All Economic Activities,Total,Number (#),Total,Annual,,,2014,11067673,,
Saudi Arabia,Employed,All Economic Activities,Total,Number (#),Total,Annual,,,2015,11484656,,
Saudi Arabia,Employed,All Economic Activities,Total,Number (#),Total,Annual,,,2016,12376699,,
Saudi Arabia,Employed,All Economic Activities,Total,Number (#),Total,Annual,,,2017,12751067,,
Saudi Arabia,Employed,All Economic Activities,Total,Number (#),Total,Annual,,,2018,13277789,,
Saudi Arabia,Employed,"""Agriculture, forestry and fishing""",Total,Number (#),Total,Annual,,,2011,428551,,
Saudi Arabia,Employed,"""Agriculture, forestry and fishing""",Total,Number (#),Total,Annual,,,2012,514997,,
Saudi Arabia,Employed,"""Agriculture, forestry and fishing""",Total,Number (#),Total,Annual,,,2013,477410,,
Saudi Arabia,Employed,"""Agriculture, forestry and fishing""",Total,Number (#),Total,Annual,,,2014,582358,,
Saudi Arabia,Employed,"""Agriculture, forestry and fishing""",Total,Number (#),Total,Annual,,,2015,700490,,
Saudi Arabia,Employed,"""Agriculture, forestry and fishing""",Total,Number (#),Total,Annual,,,2016,560019,,
Saudi Arabia,Employed,"""Agriculture, forestry and fishing""",Total,Number (#),Total,Annual,,,2017,510979,,
Saudi Arabia,Employed,"""Agriculture, forestry and fishing""",Total,Number (#),Total,Annual,,,2018,334850,,
Saudi Arabia,Employed,Mining and quarrying,Total,Number (#),Total,Annual,,,2011,124883,,
Saudi Arabia,Employed,Mining and quarrying,Total,Number (#),Total,Annual,,,2012,115572,,
Saudi Arabia,Employed,Mining and quarrying,Total,Number (#),Total,Annual,,,2013,117825,,
Saudi Arabia,Employed,Mining and quarrying,Total,Number (#),Total,Annual,,,2014,152836,,
Saudi Arabia,Employed,Mining and quarrying,Total,Number (#),Total,Annual,,,2015,138118,,
Saudi Arabia,Employed,Mining and quarrying,Total,Number (#),Total,Annual,,,2016,171479,,
Saudi Arabia,Employed,Mining and quarrying,Total,Number (#),Total,Annual,,,2017,146235,,
Saudi Arabia,Employed,Mining and quarrying,Total,Number (#),Total,Annual,,,2018,134292,,
Saudi Arabia,Employed,Manufacturing,Total,Number (#),Total,Annual,,,2011,704431,,
Saudi Arabia,Employed,Manufacturing,Total,Number (#),Total,Annual,,,2012,754452,,
Saudi Arabia,Employed,Manufacturing,Total,Number (#),Total,Annual,,,2013,760151,,
Saudi Arabia,Employed,Manufacturing,Total,Number (#),Total,Annual,,,2014,795731,,
Saudi Arabia,Employed,Manufacturing,Total,Number (#),Total,Annual,,,2015,944533,,
Saudi Arabia,Employed,Manufacturing,Total,Number (#),Total,Annual,,,2016,1061726,,
Saudi Arabia,Employed,Manufacturing,Total,Number (#),Total,Annual,,,2017,1039922,,
Saudi Arabia,Employed,Manufacturing,Total,Number (#),Total,Annual,,,2018,1117050,,
Saudi Arabia,Employed,"""Electricity, gas, Water supply; sewerage""",Total,Number (#),Total,Annual,,,2011,111892,,
Saudi Arabia,Employed,"""Electricity, gas, Water supply; sewerage""",Total,Number (#),Total,Annual,,,2012,111718,,
Saudi Arabia,Employed,"""Electricity, gas, Water supply; sewerage""",Total,Number (#),Total,Annual,,,2013,154975,,
Saudi Arabia,Employed,"""Electricity, gas, Water supply; sewerage""",Total,Number (#),Total,Annual,,,2014,183886,,
Saudi Arabia,Employed,"""Electricity, gas, Water supply; sewerage""",Total,Number (#),Total,Annual,,,2015,171997,,
Saudi Arabia,Employed,"""Electricity, gas, Water supply; sewerage""",Total,Number (#),Total,Annual,,,2016,131499,,
Saudi Arabia,Employed,"""Electricity, gas, Water supply; sewerage""",Total,Number (#),Total,Annual,,,2017,183107,,
Saudi Arabia,Employed,"""Electricity, gas, Water supply; sewerage""",Total,Number (#),Total,Annual,,,2018,173663,,
Saudi Arabia,Employed,Construction,Total,Number (#),Total,Annual,,,2011,1293747,,
Saudi Arabia,Employed,Construction,Total,Number (#),Total,Annual,,,2012,1703891,,
Saudi Arabia,Employed,Construction,Total,Number (#),Total,Annual,,,2013,1517630,,
Saudi Arabia,Employed,Construction,Total,Number (#),Total,Annual,,,2014,1416700,,
Saudi Arabia,Employed,Construction,Total,Number (#),Total,Annual,,,2015,1356529,,
Saudi Arabia,Employed,Construction,Total,Number (#),Total,Annual,,,2016,2012045,,
Saudi Arabia,Employed,Construction,Total,Number (#),Total,Annual,,,2017,1898198,,
Saudi Arabia,Employed,Construction,Total,Number (#),Total,Annual,,,2018,1866535,,
Saudi Arabia,Employed,"""Wholesale and retail trade,""",Total,Number (#),Total,Annual,,,2011,1773242,,
Saudi Arabia,Employed,"""Wholesale and retail trade,""",Total,Number (#),Total,Annual,,,2012,282242,,
Saudi Arabia,Employed,"""Wholesale and retail trade,""",Total,Number (#),Total,Annual,,,2013,1677758,,
Saudi Arabia,Employed,"""Wholesale and retail trade,""",Total,Number (#),Total,Annual,,,2014,1606641,,
Saudi Arabia,Employed,"""Wholesale and retail trade,""",Total,Number (#),Total,Annual,,,2015,1590276,,
Saudi Arabia,Employed,"""Wholesale and retail trade,""",Total,Number (#),Total,Annual,,,2016,1780540,,
Saudi Arabia,Employed,"""Wholesale and retail trade,""",Total,Number (#),Total,Annual,,,2017,1709557,,
Saudi Arabia,Employed,"""Wholesale and retail trade,""",Total,Number (#),Total,Annual,,,2018,1932681,,
Saudi Arabia,Employed,"""Transportation and storage, Information and communication""",Total,Number (#),Total,Annual,,,2011,463988,,
Saudi Arabia,Employed,"""Transportation and storage, Information and communication""",Total,Number (#),Total,Annual,,,2012,1634419,,
Saudi Arabia,Employed,"""Transportation and storage, Information and communication""",Total,Number (#),Total,Annual,,,2013,485126,,
Saudi Arabia,Employed,"""Transportation and storage, Information and communication""",Total,Number (#),Total,Annual,,,2014,521323,,
Saudi Arabia,Employed,"""Transportation and storage, Information and communication""",Total,Number (#),Total,Annual,,,2015,496839,,
Saudi Arabia,Employed,"""Transportation and storage, Information and communication""",Total,Number (#),Total,Annual,,,2016,570340,,
Saudi Arabia,Employed,"""Transportation and storage, Information and communication""",Total,Number (#),Total,Annual,,,2017,522805,,
Saudi Arabia,Employed,"""Transportation and storage, Information and communication""",Total,Number (#),Total,Annual,,,2018,592659,,
Saudi Arabia,Employed,Accommodation and food service activities,Total,Number (#),Total,Annual,,,2011,295093,,
Saudi Arabia,Employed,Accommodation and food service activities,Total,Number (#),Total,Annual,,,2012,427177,,
Saudi Arabia,Employed,Accommodation and food service activities,Total,Number (#),Total,Annual,,,2013,258915,,
Saudi Arabia,Employed,Accommodation and food service activities,Total,Number (#),Total,Annual,,,2014,377303,,
Saudi Arabia,Employed,Accommodation and food service activities,Total,Number (#),Total,Annual,,,2015,333017,,
Saudi Arabia,Employed,Accommodation and food service activities,Total,Number (#),Total,Annual,,,2016,382345,,
Saudi Arabia,Employed,Accommodation and food service activities,Total,Number (#),Total,Annual,,,2017,396116,,
Saudi Arabia,Employed,Accommodation and food service activities,Total,Number (#),Total,Annual,,,2018,590861,,
