COUNTRY,PRODUCT,FLOW,INDICATOR,UNIT,DATA SOURCES,TIME_PERIOD,OBS_VALUE,OBS_COMMENTS,DATA STATUS,DATA CONFIDENTIALITY
Bahrain,Gas oil/diesel oil,Final energy consumption -Industry -Other industries,Gas oil/diesel oil consumption,1000 b,Information & e -Government Authority,2018,2608,,,
Bahrain,Gas oil/diesel oil,Final energy consumption -Industry -Other industries,Gas oil/diesel oil consumption,1000 b,Information & e -Government Authority,2019,2318,,,
Bahrain,Gas oil/diesel oil,Final energy consumption -Industry -Other industries,Gas oil/diesel oil consumption,1000 b,Information & e -Government Authority,2020,2216,,,
Bahrain,Gas oil/diesel oil,Final energy consumption -Industry -Other industries,Gas oil/diesel oil consumption,1000 b,Information & e -Government Authority,2021,2129,,,
Bahrain,Gas oil/diesel oil,Final energy consumption -Industry -Other industries,Gas oil/diesel oil consumption,1000 b,Information & e -Government Authority,2022,2089,,,
Bahrain,Gas oil/diesel oil,Final energy consumption -Industry -Other industries,Gas oil/diesel oil consumption,1000 b,Information & e -Government Authority,2023,2071,,,
Bahrain,Fuel oil,Transformation output -Refineries,Fuel oil production,1000 b,Information & e -Government Authority,2010,15399,,,
Bahrain,Fuel oil,Transformation output -Refineries,Fuel oil production,1000 b,Information & e -Government Authority,2011,16275,,,
Bahrain,Fuel oil,Transformation output -Refineries,Fuel oil production,1000 b,Information & e -Government Authority,2012,16175,,,
Bahrain,Fuel oil,Transformation output -Refineries,Fuel oil production,1000 b,Information & e -Government Authority,2013,16676,,,
Bahrain,Fuel oil,Transformation output -Refineries,Fuel oil production,1000 b,Information & e -Government Authority,2014,14287,,,
Bahrain,Fuel oil,Transformation output -Refineries,Fuel oil production,1000 b,Information & e -Government Authority,2015,14436,,,
Bahrain,Fuel oil,Transformation output -Refineries,Fuel oil production,1000 b,Information & e -Government Authority,2016,16447,,,
Bahrain,Fuel oil,Transformation output -Refineries,Fuel oil production,1000 b,Information & e -Government Authority,2017,18205,,,
Bahrain,Fuel oil,Transformation output -Refineries,Fuel oil production,1000 b,Information & e -Government Authority,2018,17205,,,
Bahrain,Fuel oil,Transformation output -Refineries,Fuel oil production,1000 b,Information & e -Government Authority,2019,17620,,,
Bahrain,Fuel oil,Transformation output -Refineries,Fuel oil production,1000 b,Information & e -Government Authority,2020,12893,,,
Bahrain,Fuel oil,Transformation output -Refineries,Fuel oil production,1000 b,Information & e -Government Authority,2021,14892,,,
Bahrain,Fuel oil,Transformation output -Refineries,Fuel oil production,1000 b,Information & e -Government Authority,2022,18342.15,,,
Bahrain,Fuel oil,Transformation output -Refineries,Fuel oil production,1000 b,Information & e -Government Authority,2023,16284,,,
Bahrain,Natural gas,Primary production,Natural gas production,Mm3,National Oil and Gas Authority,2010,15753.0252,,,
Bahrain,Natural gas,Primary production,Natural gas production,Mm3,National Oil and Gas Authority,2011,15624.9394,,,
Bahrain,Natural gas,Primary production,Natural gas production,Mm3,National Oil and Gas Authority,2012,15353.9669,,,
Bahrain,Natural gas,Primary production,Natural gas production,Mm3,National Oil and Gas Authority,2013,19275.530134,,,
Bahrain,Natural gas,Primary production,Natural gas production,Mm3,National Oil and Gas Authority,2014,20659.444165,,,
Bahrain,Natural gas,Primary production,Natural gas production,Mm3,National Oil and Gas Authority,2015,21317.154307,,,
Bahrain,Natural gas,Primary production,Natural gas production,Mm3,National Oil and Gas Authority,2016,21095.5919254,,,
Bahrain,Natural gas,Primary production,Natural gas production,Mm3,National Oil and Gas Authority,2017,21499.095254,,,
Bahrain,Natural gas,Primary production,Natural gas production,Mm3,National Oil and Gas Authority,2018,21913.376066599998,,,
Bahrain,Natural gas,Primary production,Natural gas production,Mm3,National Oil and Gas Authority,2019,24926,,,
Bahrain,Natural gas,Primary production,Natural gas production,Mm3,National Oil and Gas Authority,2020,25154,,,
Bahrain,Natural gas,Primary production,Natural gas production,Mm3,National Oil and Gas Authority,2021,26129.527807399998,,,
Bahrain,Natural gas,Primary production,Natural gas production,Mm3,National Oil and Gas Authority,2022,25744,,,
Bahrain,Natural gas,Primary production,Natural gas production,Mm3,National Oil and Gas Authority,2023,26702,,,
Bahrain,Natural gas,Reserve,Natural gas reserves,bm3,National Oil and Gas Authority,2010,360.23069999999996,,,
Bahrain,Natural gas,Reserve,Natural gas reserves,bm3,National Oil and Gas Authority,2011,347.52399999999994,,,
Bahrain,Natural gas,Reserve,Natural gas reserves,bm3,National Oil and Gas Authority,2012,331.10999999999996,,,
Bahrain,Natural gas,Reserve,Natural gas reserves,bm3,National Oil and Gas Authority,2013,316.39399999999995,,,
Bahrain,Natural gas,Reserve,Natural gas reserves,bm3,National Oil and Gas Authority,2014,301.11199999999997,,,
Bahrain,Natural gas,Reserve,Natural gas reserves,bm3,National Oil and Gas Authority,2015,285.83,,,
Bahrain,Natural gas,Reserve,Natural gas reserves,bm3,National Oil and Gas Authority,2016,270.83099999999996,,,
Bahrain,Natural gas,Reserve,Natural gas reserves,bm3,National Oil and Gas Authority,2017,191.874,,,
Bahrain,Natural gas,Reserve,Natural gas reserves,bm3,National Oil and Gas Authority,2018,192.44,,,
Bahrain,Natural gas,Reserve,Natural gas reserves,bm3,National Oil and Gas Authority,2019,81.24929999999999,,,
Bahrain,Natural gas,Reserve,Natural gas reserves,bm3,National Oil and Gas Authority,2020,68.23129999999999,,,
Bahrain,Natural gas,Reserve,Natural gas reserves,bm3,National Oil and Gas Authority,2021,68.203,,,
Bahrain,Natural gas,Reserve,Natural gas reserves,bm3,National Oil and Gas Authority,2022,68,,,
Bahrain,Natural gas,Reserve,Natural gas reserves,bm3,National Oil and Gas Authority,2023,68,,,
Bahrain,Natural gas -Marketed Natural gas,Primary production,Production of marketed natural gas,Mm3,National Oil and Gas Authority,2010,13319,,,
Bahrain,Natural gas -Marketed Natural gas,Primary production,Production of marketed natural gas,Mm3,National Oil and Gas Authority,2011,13295,,,
Bahrain,Natural gas -Marketed Natural gas,Primary production,Production of marketed natural gas,Mm3,National Oil and Gas Authority,2012,13776,,,
Bahrain,Natural gas -Marketed Natural gas,Primary production,Production of marketed natural gas,Mm3,National Oil and Gas Authority,2013,14675,,,
Bahrain,Natural gas -Marketed Natural gas,Primary production,Production of marketed natural gas,Mm3,National Oil and Gas Authority,2014,15404,,,
Bahrain,Natural gas -Marketed Natural gas,Primary production,Production of marketed natural gas,Mm3,National Oil and Gas Authority,2015,15352,,,
Bahrain,Natural gas -Marketed Natural gas,Primary production,Production of marketed natural gas,Mm3,National Oil and Gas Authority,2016,15226,,,
Bahrain,Natural gas -Marketed Natural gas,Primary production,Production of marketed natural gas,Mm3,National Oil and Gas Authority,2017,15251.9550152,,,
Bahrain,Natural gas -Marketed Natural gas,Primary production,Production of marketed natural gas,Mm3,National Oil and Gas Authority,2018,15409.208499999999,,,
Bahrain,Natural gas -Marketed Natural gas,Primary production,Production of marketed natural gas,Mm3,National Oil and Gas Authority,2019,17149,,,
Bahrain,Natural gas -Marketed Natural gas,Primary production,Production of marketed natural gas,Mm3,National Oil and Gas Authority,2020,17258.722536,,,
Bahrain,Natural gas -Marketed Natural gas,Primary production,Production of marketed natural gas,Mm3,National Oil and Gas Authority,2021,17523.4515772,,,
Bahrain,Natural gas -Marketed Natural gas,Primary production,Production of marketed natural gas,Mm3,National Oil and Gas Authority,2022,16653.5100858,,,
Bahrain,Natural gas -Marketed Natural gas,Primary production,Production of marketed natural gas,Mm3,National Oil and Gas Authority,2023,16653.5100858,,,
Bahrain,Electrical Energy,Transformation output -Public thermal power stations,Electricity production,GWH,Information & e -Government Authority,2010,13756.8,,,
Bahrain,Electrical Energy,Transformation output -Public thermal power stations,Electricity production,GWH,Information & e -Government Authority,2011,13825.8,,,
Bahrain,Electrical Energy,Transformation output -Public thermal power stations,Electricity production,GWH,Information & e -Government Authority,2012,14104.2,,,
Bahrain,Electrical Energy,Transformation output -Public thermal power stations,Electricity production,GWH,Information & e -Government Authority,2013,14759.7,,,
Bahrain,Electrical Energy,Transformation output -Public thermal power stations,Electricity production,GWH,Information & e -Government Authority,2014,16256.92,,,
Bahrain,Electrical Energy,Transformation output -Public thermal power stations,Electricity production,GWH,Information & e -Government Authority,2015,17183.329,,,
Bahrain,Electrical Energy,Transformation output -Public thermal power stations,Electricity production,GWH,Information & e -Government Authority,2016,17046.474,,,
Bahrain,Electrical Energy,Transformation output -Public thermal power stations,Electricity production,GWH,Information & e -Government Authority,2017,17978.78,,,
Bahrain,Electrical Energy,Transformation output -Public thermal power stations,Electricity production,GWH,Information & e -Government Authority,2018,17861.109,,,
Bahrain,Electrical Energy,Transformation output -Public thermal power stations,Electricity production,GWH,Information & e -Government Authority,2019,17854.364,,,
Bahrain,Electrical Energy,Transformation output -Public thermal power stations,Electricity production,GWH,Information & e -Government Authority,2020,17933.654,,,
Bahrain,Electrical Energy,Transformation output -Public thermal power stations,Electricity production,GWH,Information & e -Government Authority,2021,18463.411,,,
Bahrain,Electrical Energy,Transformation output -Public thermal power stations,Electricity production,GWH,Information & e -Government Authority,2022,18797.224,,,
Bahrain,Electrical Energy,Transformation output -Public thermal power stations,Electricity production,GWH,Information & e -Government Authority,2023,19263.862252519997,,,
Bahrain,Electrical Energy,Final energy consumption,Electricity consumption,GWH,Electricity and Water Authority,2010,12141.956,,,
Bahrain,Electrical Energy,Final energy consumption,Electricity consumption,GWH,Electricity and Water Authority,2011,12263,,,
Bahrain,Electrical Energy,Final energy consumption,Electricity consumption,GWH,Electricity and Water Authority,2012,12644,,,
Bahrain,Electrical Energy,Final energy consumption,Electricity consumption,GWH,Electricity and Water Authority,2013,13350,,,
Bahrain,Electrical Energy,Final energy consumption,Electricity consumption,GWH,Electricity and Water Authority,2014,15186,,,
Bahrain,Electrical Energy,Final energy consumption,Electricity consumption,GWH,Electricity and Water Authority,2015,16552,,,
Bahrain,Electrical Energy,Final energy consumption,Electricity consumption,GWH,Electricity and Water Authority,2016,16270,,,
Bahrain,Electrical Energy,Final energy consumption,Electricity consumption,GWH,Electricity and Water Authority,2017,16559,,,
Bahrain,Electrical Energy,Final energy consumption,Electricity consumption,GWH,Electricity and Water Authority,2018,17241.243779999997,,,
Bahrain,Electrical Energy,Final energy consumption,Electricity consumption,GWH,Electricity and Water Authority,2019,17027.348671000003,,,
Bahrain,Electrical Energy,Final energy consumption,Electricity consumption,GWH,Electricity and Water Authority,2020,16342.352362000001,,,
Bahrain,Electrical Energy,Final energy consumption,Electricity consumption,GWH,Electricity and Water Authority,2021,18019.686043,,,
Bahrain,Electrical Energy,Final energy consumption,Electricity consumption,GWH,Electricity and Water Authority,2022,18293.613527,,,
Bahrain,Electrical Energy,Final energy consumption,Electricity consumption,GWH,Electricity and Water Authority,2023,18657,,,
Bahrain,Electrical Energy,Capacity-Electricity plant,Production capacity of electricity plants,MW,Electricity and Water Authority,2010,3467,,,
Bahrain,Electrical Energy,Capacity-Electricity plant,Production capacity of electricity plants,MW,Electricity and Water Authority,2011,3677,,,
Bahrain,Electrical Energy,Capacity-Electricity plant,Production capacity of electricity plants,MW,Electricity and Water Authority,2012,4228,,,
Bahrain,Electrical Energy,Capacity-Electricity plant,Production capacity of electricity plants,MW,Electricity and Water Authority,2013,3927,,,
Bahrain,Electrical Energy,Capacity-Electricity plant,Production capacity of electricity plants,MW,Electricity and Water Authority,2014,3925,,,
Bahrain,Electrical Energy,Capacity-Electricity plant,Production capacity of electricity plants,MW,Electricity and Water Authority,2015,3921.857,,,
Bahrain,Electrical Energy,Capacity-Electricity plant,Production capacity of electricity plants,MW,Electricity and Water Authority,2016,3920.9,,,
Bahrain,Electrical Energy,Capacity-Electricity plant,Production capacity of electricity plants,MW,Electricity and Water Authority,2017,3920.9,,,
Bahrain,Electrical Energy,Capacity-Electricity plant,Production capacity of electricity plants,MW,Electricity and Water Authority,2018,3919.481,,,
Bahrain,Electrical Energy,Capacity-Electricity plant,Production capacity of electricity plants,MW,Electricity and Water Authority,2019,3919.209,,,
Bahrain,Electrical Energy,Capacity-Electricity plant,Production capacity of electricity plants,MW,Electricity and Water Authority,2020,3919,,,
Bahrain,Electrical Energy,Capacity-Electricity plant,Production capacity of electricity plants,MW,Electricity and Water Authority,2021,4793.747,,,
Bahrain,Electrical Energy,Capacity-Electricity plant,Production capacity of electricity plants,MW,Electricity and Water Authority,2022,5044,,,
Bahrain,Electrical Energy,Capacity-Electricity plant,Production capacity of electricity plants,MW,Electricity and Water Authority,2023,5044,,,
Saudi Arabia,Crude oil,Primary production,Crude oil production,1000 b/d,General Authority for Statistics,2010,8165.5,,,
Saudi Arabia,Crude oil,Primary production,Crude oil production,1000 b/d,General Authority for Statistics,2011,9310.9,,,
Saudi Arabia,Crude oil,Primary production,Crude oil production,1000 b/d,General Authority for Statistics,2012,9763.415300546449,,,
Saudi Arabia,Crude oil,Primary production,Crude oil production,1000 b/d,General Authority for Statistics,2013,9637.3,,,
Saudi Arabia,Crude oil,Primary production,Crude oil production,1000 b/d,General Authority for Statistics,2014,9712.7,,,
Saudi Arabia,Crude oil,Primary production,Crude oil production,1000 b/d,General Authority for Statistics,2015,10192.6,,,
Saudi Arabia,Crude oil,Primary production,Crude oil production,1000 b/d,General Authority for Statistics,2016,10460.2,,,
Saudi Arabia,Crude oil,Primary production,Crude oil production,1000 b/d,General Authority for Statistics,2017,9959.698630136987,,,
Saudi Arabia,Crude oil,Primary production,Crude oil production,1000 b/d,General Authority for Statistics,2018,10315.424657534248,,,
Saudi Arabia,Crude oil,Primary production,Crude oil production,1000 b/d,General Authority for Statistics,2019,9808.1,,,
Saudi Arabia,Crude oil,Primary production,Crude oil production,1000 b/d,General Authority for Statistics,2020,9213.196721311475,,,
Saudi Arabia,Crude oil,Primary production,Crude oil production,1000 b/d,General Authority for Statistics,2021,9125,,,
Saudi Arabia,Crude oil,Primary production,Crude oil production,1000 b/d,General Authority for Statistics,2022,10590.912,,,
Saudi Arabia,Crude oil,Primary production,Crude oil production,1000 b/d,General Authority for Statistics,2023,9606.333,,,
Saudi Arabia,Crude oil,Exports,Crude oil exports,1000 b/d,General Authority for Statistics,2010,5794.449315068493,,,
Saudi Arabia,Crude oil,Exports,Crude oil exports,1000 b/d,General Authority for Statistics,2011,7045.2082191780819,,,
Saudi Arabia,Crude oil,Exports,Crude oil exports,1000 b/d,General Authority for Statistics,2012,7409.579234972678,,,
Saudi Arabia,Crude oil,Exports,Crude oil exports,1000 b/d,General Authority for Statistics,2013,7542.5863013698627,,,
Saudi Arabia,Crude oil,Exports,Crude oil exports,1000 b/d,General Authority for Statistics,2014,7100.7068493150682,,,
Saudi Arabia,Crude oil,Exports,Crude oil exports,1000 b/d,General Authority for Statistics,2015,7392.1123287671235,,,
Saudi Arabia,Crude oil,Exports,Crude oil exports,1000 b/d,General Authority for Statistics,2016,7626.4262295081971,,,
Saudi Arabia,Crude oil,Exports,Crude oil exports,1000 b/d,General Authority for Statistics,2017,6968.3698630136987,,,
Saudi Arabia,Crude oil,Exports,Crude oil exports,1000 b/d,General Authority for Statistics,2018,7371.5726027397259,,,
Saudi Arabia,Crude oil,Exports,Crude oil exports,1000 b/d,General Authority for Statistics,2019,7038.1479452054791,,,
Saudi Arabia,Crude oil,Exports,Crude oil exports,1000 b/d,General Authority for Statistics,2020,6658.7240437158471,,,
Saudi Arabia,Crude oil,Exports,Crude oil exports,1000 b/d,General Authority for Statistics,2021,6227.3835616438355,,,
Saudi Arabia,Crude oil,Exports,Crude oil exports,1000 b/d,General Authority for Statistics,2022,7363.621917808219,,,
Saudi Arabia,Crude oil,Exports,Crude oil exports,1000 b/d,General Authority for Statistics,2023,6659.3150684931506,,,
Saudi Arabia,Crude oil,Transformation input -Refineries,Crude oil pumped to the refinery,1000 b,"Ministry of Energy, Industry and Mineral Resources",2010,636391,,,
Saudi Arabia,Crude oil,Transformation input -Refineries,Crude oil pumped to the refinery,1000 b,"Ministry of Energy, Industry and Mineral Resources",2011,666062,,,
Saudi Arabia,Crude oil,Transformation input -Refineries,Crude oil pumped to the refinery,1000 b,"Ministry of Energy, Industry and Mineral Resources",2012,631958,,,
Saudi Arabia,Crude oil,Transformation input -Refineries,Crude oil pumped to the refinery,1000 b,"Ministry of Energy, Industry and Mineral Resources",2013,576340,,,
Saudi Arabia,Crude oil,Transformation input -Refineries,Crude oil pumped to the refinery,1000 b,"Ministry of Energy, Industry and Mineral Resources",2014,730121,,,
Saudi Arabia,Crude oil,Transformation input -Refineries,Crude oil pumped to the refinery,1000 b,"Ministry of Energy, Industry and Mineral Resources",2015,796016,,,
Saudi Arabia,Crude oil,Transformation input -Refineries,Crude oil pumped to the refinery,1000 b,"Ministry of Energy, Industry and Mineral Resources",2016,900031,,,
Saudi Arabia,Crude oil,Transformation input -Refineries,Crude oil pumped to the refinery,1000 b,"Ministry of Energy, Industry and Mineral Resources",2017,948801,,,
Saudi Arabia,Crude oil,Transformation input -Refineries,Crude oil pumped to the refinery,1000 b,"Ministry of Energy, Industry and Mineral Resources",2018,965085,,,
Saudi Arabia,Crude oil,Transformation input -Refineries,Crude oil pumped to the refinery,1000 b,"Ministry of Energy, Industry and Mineral Resources",2019,906066,,,
Saudi Arabia,Crude oil,Transformation input -Refineries,Crude oil pumped to the refinery,1000 b,"Ministry of Energy, Industry and Mineral Resources",2020,795681,,,
Saudi Arabia,Crude oil,Transformation input -Refineries,Crude oil pumped to the refinery,1000 b,"Ministry of Energy, Industry and Mineral Resources",2021,903344,,,
Saudi Arabia,Crude oil,Transformation input -Refineries,Crude oil pumped to the refinery,1000 b,"Ministry of Energy, Industry and Mineral Resources",2022,986390,,,
Saudi Arabia,Crude oil,Transformation input -Refineries,Crude oil pumped to the refinery,1000 b,"Ministry of Energy, Industry and Mineral Resources",2023,917703,,,
Saudi Arabia,Crude oil,Reserve,Crude oil reserves,B b,General Authority for Statistics,2010,264.516,,,
Saudi Arabia,Crude oil,Reserve,Crude oil reserves,B b,General Authority for Statistics,2011,265.41,,,
Saudi Arabia,Crude oil,Reserve,Crude oil reserves,B b,General Authority for Statistics,2012,265.853,,,
Saudi Arabia,Crude oil,Reserve,Crude oil reserves,B b,General Authority for Statistics,2013,265.79,,,
Saudi Arabia,Crude oil,Reserve,Crude oil reserves,B b,General Authority for Statistics,2014,266.58,,,
Saudi Arabia,Crude oil,Reserve,Crude oil reserves,B b,General Authority for Statistics,2015,266.455,,,
Saudi Arabia,Crude oil,Reserve,Crude oil reserves,B b,General Authority for Statistics,2016,266.208,,,
Saudi Arabia,Crude oil,Reserve,Crude oil reserves,B b,General Authority for Statistics,2017,266.26,,,
Saudi Arabia,Crude oil,Reserve,Crude oil reserves,B b,General Authority for Statistics,2018,267.026,,,
Saudi Arabia,Crude oil,Reserve,Crude oil reserves,B b,General Authority for Statistics,2019,267.073,,,
Saudi Arabia,Crude oil,Reserve,Crude oil reserves,B b,General Authority for Statistics,2020,267.082,,,
Saudi Arabia,Crude oil,Reserve,Crude oil reserves,B b,General Authority for Statistics,2021,267.192,,,
Saudi Arabia,Crude oil,Reserve,Crude oil reserves,B b,General Authority for Statistics,2022,267.192,,,
Saudi Arabia,Crude oil,Reserve,Crude oil reserves,B b,General Authority for Statistics,2023,267.23,,,
Saudi Arabia,Natural Gas Liquids(NGL),Primary production,Production of natural gas liquids,1000 b/d,General Authority for Statistics,2010,799.9697808219178,,,
Saudi Arabia,Natural Gas Liquids(NGL),Primary production,Production of natural gas liquids,1000 b/d,General Authority for Statistics,2011,838.9436164383561,,,
Saudi Arabia,Natural Gas Liquids(NGL),Primary production,Production of natural gas liquids,1000 b/d,General Authority for Statistics,2012,909.1225409836065,,,
Saudi Arabia,Natural Gas Liquids(NGL),Primary production,Production of natural gas liquids,1000 b/d,General Authority for Statistics,2013,909.1225479452054,,,
Saudi Arabia,Natural Gas Liquids(NGL),Primary production,Production of natural gas liquids,1000 b/d,General Authority for Statistics,2014,914.5776164383562,,,
Saudi Arabia,Natural Gas Liquids(NGL),Primary production,Production of natural gas liquids,1000 b/d,General Authority for Statistics,2015,938.9052328767123,,,
Saudi Arabia,Natural Gas Liquids(NGL),Primary production,Production of natural gas liquids,1000 b/d,General Authority for Statistics,2016,993.4648633879782,,,
Saudi Arabia,Natural Gas Liquids(NGL),Primary production,Production of natural gas liquids,1000 b/d,General Authority for Statistics,2017,983.0686301369863,,,
Saudi Arabia,Natural Gas Liquids(NGL),Primary production,Production of natural gas liquids,1000 b/d,General Authority for Statistics,2018,1012.92808219178,,,
Saudi Arabia,Natural Gas Liquids(NGL),Primary production,Production of natural gas liquids,1000 b/d,General Authority for Statistics,2019,1317.808191780822,,,
Saudi Arabia,Natural Gas Liquids(NGL),Primary production,Production of natural gas liquids,1000 b/d,General Authority for Statistics,2020,869.2810382513661,,,
Saudi Arabia,Natural Gas Liquids(NGL),Primary production,Production of natural gas liquids,1000 b/d,General Authority for Statistics,2021,1200,,,
Saudi Arabia,Natural Gas Liquids(NGL),Primary production,Production of natural gas liquids,1000 b/d,General Authority for Statistics,2022,1393,,,
Saudi Arabia,Natural Gas Liquids(NGL),Primary production,Production of natural gas liquids,1000 b/d,General Authority for Statistics,2023,1393,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Transformation output -Refineries,Production of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2010,10643,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Transformation output -Refineries,Production of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2011,12009,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Transformation output -Refineries,Production of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2012,11436,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Transformation output -Refineries,Production of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2013,13777,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Transformation output -Refineries,Production of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2014,15530,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Transformation output -Refineries,Production of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2015,16739,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Transformation output -Refineries,Production of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2016,15677,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Transformation output -Refineries,Production of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2017,15462,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Transformation output -Refineries,Production of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2018,17058,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Transformation output -Refineries,Production of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2019,9664,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Transformation output -Refineries,Production of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2020,12942,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Transformation output -Refineries,Production of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2021,14187,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Transformation output -Refineries,Production of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2022,16618,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Transformation output -Refineries,Production of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2023,9056,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2010,13401,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2011,18282,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2012,16359,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2013,15228,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2014,15197,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2015,16126,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2016,17929,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2017,17294,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2018,17117,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2019,16694,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2020,16957,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2021,17025,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2022,18169,,,
Saudi Arabia,Liquefied petroleum gases (LPG),Final energy consumption-Households,Consumption of liquefied petroleum gases (LPG),1000 b,"Ministry of Energy, Industry and Mineral Resources",2023,19950,,,
Saudi Arabia,Gasoline,Transformation output -Refineries,Gasoline production,1000 b,"Ministry of Energy, Industry and Mineral Resources",2010,105229,,,
Saudi Arabia,Gasoline,Transformation output -Refineries,Gasoline production,1000 b,"Ministry of Energy, Industry and Mineral Resources",2011,142598,,,
Saudi Arabia,Gasoline,Transformation output -Refineries,Gasoline production,1000 b,"Ministry of Energy, Industry and Mineral Resources",2012,145813,,,
Saudi Arabia,Gasoline,Transformation output -Refineries,Gasoline production,1000 b,"Ministry of Energy, Industry and Mineral Resources",2013,140743,,,
Saudi Arabia,Gasoline,Transformation output -Refineries,Gasoline production,1000 b,"Ministry of Energy, Industry and Mineral Resources",2014,155452,,,
Saudi Arabia,Gasoline,Transformation output -Refineries,Gasoline production,1000 b,"Ministry of Energy, Industry and Mineral Resources",2015,177604,,,
Saudi Arabia,Gasoline,Transformation output -Refineries,Gasoline production,1000 b,"Ministry of Energy, Industry and Mineral Resources",2016,202417,,,
Saudi Arabia,Gasoline,Transformation output -Refineries,Gasoline production,1000 b,"Ministry of Energy, Industry and Mineral Resources",2017,202979,,,
Saudi Arabia,Gasoline,Transformation output -Refineries,Gasoline production,1000 b,"Ministry of Energy, Industry and Mineral Resources",2018,193062,,,
Saudi Arabia,Gasoline,Transformation output -Refineries,Gasoline production,1000 b,"Ministry of Energy, Industry and Mineral Resources",2019,200075,,,
Saudi Arabia,Gasoline,Transformation output -Refineries,Gasoline production,1000 b,"Ministry of Energy, Industry and Mineral Resources",2020,166373,,,
